Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi_Reading1,Onyomi_Reading2,Kunyomi_Reading1,Kunyomi_Reading2,Mnemonic,Notes
150,,"彑",Radical,"pig's head",,,L,"ユ",,,"letter L",yuan,,,,,,,"A pig's.m head.m radical looks a yuan.r modified into a flag.","This radical never appears by itself, only as a part of other characters."
151,914,"互",Kanji,reciprocal,,,"一","彑",,,one,"pig's head",,,GO,,taga.i,,"Let's reciprocate.m and kiss one.r pig's.r head.r. Let's go.o reciprocate our lust together.k.",
152,684,"王",Kanji,king,,,"三",|,,,three,bar,,,OU,,,,"The king.m rules with three.r bars.r. Oh.o shit! The king is here!",
153,95,"主",Kanji,master,,,"丶 ","王",,,bloody,king,,,SHU,,omo,,"Our master.m is the bloody.r king.r! Shoot.o anyone our master finds ominous.k.
",
154,737,"玉",Kanji,ball,,,"王","丶 ",,,king,bloody,,,GYOKU,,tama,,"The ball.m of the king.r got bloody.r. because he threw it at gawkers.o eating tamales.k.",
155,3,"国",Kanji,country,,,"囗","玉",,,box,ball,,,KOKU,,kuni,,"The country.m boxed.r in the foreign ball.r players after customs found coke.o in their baggage. How cunning.k!",
156,75,"全",Kanji,all,,,"𠆢","王",,,roof,king,,,ZEN,,sube.te,matta.ku,"All.m helps put a roof.r over the king.r. Even the zen.o priests subtly.k go all in.",
157,53,"金",Kanji,gold,,,"全","丷",,,all,horny,,,KIN,,kane,,"For gold.m, all.r horny.r people will do anything. My rich kin.o walk with a golden cane.k.",
158,,"弋",Radical,ceremony,,,"一","⺃","丶 ",,one,hook,bloody,,,,,,"A boring ceremony.m is one.r more social hook.r to take our bloody.r time.","This radical never appears by itself, only as a part of other characters."
159,251,"式",Kanji,formal,,,"弋","工",,,ceremony,industry,,,SHIKI,,,,"The formal.m ceremony.r was crafted by the wedding industry.r. She.o keeps.o up the formalities.",
160,,"戈",Radical,spear,,,"弋","丿",,,ceremony,slash,,,,,,,"With a spear.m, he entered the ceremony.r and slashed.r everyone.
","This radical never appears by itself, only as a part of other characters."
161,66,"代",Kanji,change,,,"⺅","弋",,,"standing man",ceremony,,,DAI,,ka.wari,ba.keru,"The wedding changed.m the standing.r man.r after the ceremony.r. The coward.k will change diapers at a bakery.k.",
162,1816,"伐",Kanji,attack,,,"⺅","戈",,,"standing man",spear,,,BATSU,,kiri,,"Attacking.m the standing.r man.r holding a spear.r, the bats.o killed.k him.",
163,,"𠄌",Radical,scythe,,,"レ",,,,"katakana RE",,,,,,,,"An upside down scythe.m looks like a katakana.r レ.r.","This radical never appears by itself, but it is the same shape as katakana RE. "
164,,"𧘇",Radical,"chain mail",,,"⺅","𠄌","乂",,"standing man",scythe,scissors,,,,,,"The chain.m mail.m the standing.r man.r wore resisted scythe.r swings and scissor.r cuts.",
165,1214,"衣",Kanji,clothes,,,"亠","𧘇",,,lid,"chain mail",,,I,,koromo,,"The clothes.m under the lid.r were chain.r mail.r. I,.o and.o only.o I,.o wore clothes while holding the column.k against the enemy.",
166,77,"表",Kanji,diagram,,,"主","𧘇",,,master,"chain mail",,,HYOU,,omote,,"It's a diagram.m of our master's.r is chain.r mail.r. A diagram his hy.odr#o.oelectric plant .",
167,501,"良",Kanji,good,,,"白","𧘇",,,white,"chain mail",,,RYOU,,i.i,yo.i,"The good.m wear white.r chain.r mail.r in heaven. It's a riot.o up there, like taking good E.k, yo.k!",
168,328,"食",Kanji,eat,,,"𠆢","良",,,roof,good,,,SHOKU,,ta.beru,,"We ate.m under a roof.r a good.r meal. It shocked.o us how well the table.k was set up.
",
169,12,"長",Kanji,long,,,|,"三","𧘇",,bar,three,"chain mail",,CHOU,,naga.i,,"The long.m iron bars.r for the three.r sets of chain.r mail.r. They choose.o long negative.k staffs.",
170,,"匚",Radical,shelf,,,"一",L,,,one,"letter L",,,,,,,"A shelf.m is one.r thing supported by an L.r-bracket.","This radical never appears by itself, only as a part of other characters."
171,137,"区",Kanji,district,,,"匚","乂",,,shelf,scissors,,,KU,,,,"In this district.m they put scissors.r on a shelf.r. They think it's cool.o.",
172,1673,"凶",Kanji,wicked,,,"凵","乂",,,"open box",scissors,,,KYOO,,,,"The wicked.m villian cut him up with scissors.r in an open.r box.r in Kyoto.o because he's wicked!",
173,,"厶",Radical,private,,,"ム",,,,"katakana MU",,,,,,,,"In private.m, we think the katakana.r 厶.r is really radical!","This radical never appears by itself, but it is the same shape as katakana MU."
174,,"云",Radical,it-is-said,,,"二","厶",,,two,private,,,UN,TEN,mi,,"It-is-said.m that the two.r private.r investigators are un.ohappy.","Mostly used in names or as a radical. Its real meaning is to say.'"
175,819,"仏",Kanji,Buddha,,,"⺅","厶",,,"standing man",private,,,FUTSU,BUTSU,hotoke,,"The Buddhist.m standing.r man.r is very private.r. He never plays footsie.o, kisses butts.k or eats hot.k cakes.k.",
176,416,"伝",Kanji,transmit,,,"⺅","云",,,"standing man",it-is-said,,,DEN,,tsuda.u,,"Transmit.m the message to the standing.r man.r as it-is-said.r. Transmit it from Denmark.o to TSudan.k.",
177,61,"米",Kanji,rice,America,,,"木",,,horns,tree,,,BEI,MEI,kome,,"American.m rice.m comes from horny.r trees.r. Bake.o and make.o a rice cake for the comencement.k party.",
178,102,"来",Kanji,come,,,"一","米",,,one,rice,,,RAI,,ku.ru,,"Come.m and get one.r rice.r bowl. Right.o now, come and have a coors.k lite.",
179,,"夭",Radical,calamity,,,"丿","大",,,slash,big,,,,,,,"It's a calamity.m to get slashed.r big.r time.","This radical never appears by itself, only as a part of other characters."
180,1294,"矢",Kanji,arrow,,,"𠂉","大",,,gun,big,,,SHI,,ya,,"An arrow.m is stealthier than a gun.r that is big.r. She.o in particular, will murder ya.k with arrows.",
181,447,"失",Kanji,error,,,"𠂉","夫",,,gun,husband,,,SHITSU,,ushina.u,,"Tis an error.m to shoot, with a gun.r, your husband.r. He shits.o himself. You.k should.k know.k this error.",
182,1788,"朱",Kanji,crimson,,,"𠂉","木",,,gun,tree,,,SHU,,ake,,"A crimson.m death by gun.r of tree.r hanging. Shoot.o him. Crimson wounds. An ache.k. ",
183,173,"先",Kanji,previous,,,"𠂉","土",,,gun,ground,,,SEN,,saki,ma.zu,"Previously.m, I kicked the gun.r on the ground.r with my legs.r. Then, I sent.o him off for his own sake.k in a previously-owned Mazda.k.",
184,437,"医",Kanji,doctor,,,"矢","匚",,,arrow,shelf,,,I,,,,"The doctor.m said to put the arrow.r on a shelf.r. I,.o and.o only.o I,.o was healed by that battlefield doctor.",
185,1720,"垂",Kanji,hang,,,"壬","口","土",,knight,mouth,ground,,SUI,,ta.reru,,"Hanging.m from the ledge, the knight's.r mouth.r faced the ground.r. The Swiss.o knight tirelessly.k hung on.",
186,377,"乗",Kanji,ride,,,"垂","木",,,hang,tree,,,JOU,,no.ru,,"He rode.m here to see the hanging.r from a tree.r. Joe.o rode from Norway.k.",
187,,"勹",Radical,wrap,,,"丿","𠃌",,,slash,rake,,,,,,,"Wrap.m your grip on the handle and slash.r away with the rake.r!","This radical never appears by itself, only as a part of other characters."
188,,"勺",Kanji,ladle,,,"勹","丶 ",,,wrap,bloody,,,SHAKU,,,,"The ladle.m has a bloody.r grip.r so don't shake.o it!
","Rare kanji. Mostly used as a radical."
189,1244,"句",Kanji,complaint,,,"勹","口",,,wrap,mouth,,,KU,,,,"A complaint.m wrapped.r around my mouth.r. I could.o complain all day.",
190,1162,"旬",Kanji,"ten day period",,,"勹","日",,,wrap,sun,,,SHUN,JUN,,,"The ten.m day.m period.m when darkness wraps.r around the sun.r is June.o gloom to shun.o.",
191,860,"欠",Kanji,lack,,,"勹","人",,,wrap,person,,,KETSU,,ka.keru,ka.ku,"A lack.m of plastic wrap.r made the person.r angry. We put ketchup.o on his cocky.k ass because he lacked patience.",
192,222,"次",Kanji,next,,,"冫","欠",,,icicle,lack,,,SHI,JI,tsu.gu,tsu.gi,"For the next.m ice.r storm, don't lack.r supplies. She.o in particular, will drive a Jeep.o next time to tug.k them.",
193,969,"飲",Kanji,drink,,,"食","欠",,,eat,lack,,,IN,,no.mu,,"Drink.m and eat.r for nothing lacks.r here. In.oside the nomads'.k realm, food and drink abound.",
194,,"勿",Kanji,"must not",,,"勹","丿","丿",,wrap,slash,slash,,MOTSU,,nako,,"You must.m not.m wrap.r enemy wounds after slashes.r. Leave most.o of them naked.k.","Mostly used as a radical."
195,215,"物",Kanji,stuff,,,"牛","勿",,,cow,"must not",,,MOTSU,BUTSU,mono,,"Stuff.m made from cows.r must.r not.r be vegan! Most.o of this stuff is pure butts.o and mono.ktone.",
196,,"⺣",Radical,"bottom fire",,,"八","丶 ","丶 ",,eight,bloody,bloody,,,,,,"Bottom.m fire.m is four little ticks: eight.r divided by bloody.r two!","The 'bottom fire,' ⺣ radical is a variant of 'fire,'  火."
197,,"勹⺣",WPR,"beast legs",,,"勹","⺣",,,wrap,"bottom fire",,,,,,,"The beast's.r legs.r were wrapped.r in fire.r!","BOTTOM PART OF 馬. This is not a real radical but it is part of in many kanji."
198,639,"馬",Kanji,horse,,,|,"一","主","勹⺣",bar,one,master,"beast legs",BA,,uma,,"The horse.m got hit with a bar.r by its one.r master.r on its beastly.r legs.r. The bad.o horse trampled his umbrella.k!",
199,1043,"鳥",Kanji,bird,,,"白","一","勹⺣",,white,one,"beast legs",,CHOU,,tori,,"The bird.m, the white.r one.r, with beast.r legs.r, is cho.osen to tour.k the skies.",
200,245,"島",Kanji,island,,,"鳥","山",,,bird,mountain,,,TOU,,shima,,"The island.m has birds.r on its mountains.r that are totally.o shimmering.k in the light.",
201,44,"内",Kanji,inside,,,"冂","人",,,staple,person,,,NAI,,uchi,,"Inside.m the office, we stapled.r a person.r. At night.o they place the urchins.k there.",
202,986,"肉",Kanji,meat,,,"内","人",,,inside,person,,,NIKU,,shishi,,"Meat.m is served inside.r to people.r. It has nickel.o and other shitty.k minerals.",
203,,"丙",Kanji,third,,,"一","内",,,one,inside,,,HEI,,hinoe,,"In third.m class, only one.r bag can go inside.r. I hate.o flying third class coach!","Mostly used as a radical."
204,950,"雨",Kanji,rain,,,T,"冂","丶 ",,"letter T",staple,bloody,,U,,ame,,"Toxic rain.m. T.r is for train. For staple.r crops. Four bloody.r drops. U.osually the rain, ameliorates.k the pain.",
205,,"両",Kanji,both,,,T,"冂","山",,"letter T",staple,mountain,,RYOU,,futatsu,,"Both.m T.r-squares and staples.r on the mountain.r top. During the riot.o, both were brought to the top.",
206,1312,"丁",Kanji,street,,,T,"亅",,,"letter T",barb,,,CHOU,TEI,,,"The street.m intersection shapped like a T.r had barbs.r. We chose.o to take.o another street.",
207,60,"手",Kanji,hand,,,"丿","二","亅",,slash,two,barb,,SHU,ZU,te,,"Your hands.m got slashed.r by two.r barbed.r wires. Shoot.o only if kara#te.k technique.k fails you.","手 is the 'te' in karate, 空手, i.e. empty handed fighting style."
208,1179,"毛",Kanji,fur,,,"手","七",,,hand,seven,,,MOU,,ke,,"We have furry.m hands.r and seven.r arms. We mow.o the furry lawn and carry the kettles.k.
",
209,,"厂",Radical,cliff,,,"一","丿",,,one,slash,,,,,,,"The cliff.m radical is the side profile of a cliff drawn with one.r slash.r.","This radical never appears by itself, only as a part of other characters."
210,1600,"辰",Kanji,Hydra,,,"厂","衣",,,cliff,clothes,,,SHIN,,tatsu,,"The Hydra.m battled on cliffs.r without clothes.r. Hydra shine.o in battle.","The 'Hydra' radical's real meaning is the Dragon sign of the Chinese zodiac."
211,,"尸",Radical,corpse,,,"口","厂",,,mouth,cliff,,,,,,,"The corpse monster.m fell off a cliff.r and hurt its mouth.r! It looks like the facehugger from the Alien movies.","This radical never appears by itself, only as a part of other characters."
212,286,"局",Kanji,channel,,,"尸","句",,,corpse,complaint,,,KYOKU,,,,"The channel's.m show about corpses.r got complaints.r. The kiosk.o sold TVs tuned to that channel.",
213,575,"戸",Kanji,door,,,"一","尸",,,one,corpse,,,KO,,to,,"By the door.m, lays a one.r bloody.r corpse.r co.oated in to.kmato sauce."," 'Door' has three orthographic variants depending on the font or kanji: one corpse, 戸;  bloody corpse, 户;  slash corpse, 戶."
214,,"斤",Kanji,axe,,,"厂",T,,,cliff,"letter T",,,KIN,,,,"With an axe.m, he attacked the cliff.r. I fought back with a T.r-square and saved my kin.o.",
215,2231,"斥",Kanji,reject,,,"斤","丶 ",,,axe,bloody,,,SEKI,,,,"Rejection.m feels like a bloody.r axe.r, sec.otioning me to pieces.",
216,1405,"丘",Kanji,hill,,,"斤","一",,,axe,one,,,KYUU,,oka,,"The hills.m have an axe.r murderer with one.r target: cute.o girls oca.kssionally.
",
217,522,"兵",Kanji,infantry,,,"丘","八",,,hill,eight,,,HEI,HYOU,tsuwamono,,"The infantry.m combed the hills.r eight.r times for the hateful.o o#hio.o sewer.k monkey.k axe murderer.",
218,645,"浜",Kanji,beach,,,"⺡","兵",,,"water splash",infantry,,,HIN,,hama,,"The beaches's.m waters.r splashed.r as the infantry.r landed. Un#hin.odered, they hammered.k the beach.",
219,221,"所",Kanji,place,,,"戸","斤",,,door,axe,,,SHO,,tokoro,,"The place's.m door.r was breached with an axe.r. They shot.o up the place and took.k ocher.k.",
220,,"亦",Kanji,also,,,"亠","丿","小",,lid,slash,small,,EKI,,mata,,"Also.m, put a lid.r on it or we'll slash.r off your small.r penis. This also eq.oually matters.k.","Mostly used in names or as a radical."
221,584,"赤",Kanji,red,,,"土","亦",,,ground,also,,,SEKI,,aka,,"The red.m colored ground.r was also.r cultivated, sectioned.o into lots, acc.kounting for each redneck.",
222,1841,"乙",Kanji,smart,,,"乙",,,,"upside down 2",,,,OTSU,,oto,,"The smart.m creature can understand an upside.r down.r 2.r. The smart ostrich.o attacked Otto.k.",
223,1318,"之",Kanji,this,,,"丶 ","乙",,,bloody,smart,,,,,kore,yuki,"This.m bloody.r smart.k fish is rotten to the core.o. This is so yucky.r.","Another kunyomi is 'no' as in the possesive particle. Mostly used in names."
224,1646,"乏",Kanji,scarcity,,,"丿","之",,,slash,this,,,BOU,,tobo.shii,,"The scarcity.m led to slashes.r for hoarding this.r. A scacrity: empty bowls.o to.k bullshit.k us.",
225,,"⺾",Radical,plant,,,"⺾",,,,"railroad track",,,,,,,,"Plant.m looks like railroad.r track.r in which vegetation grows.","This radical never appears by itself, only as a part of other characters."
226,1052,"芝",Kanji,lawn,,,"⺾","之",,,plant,this,,,SHI,,shiba,,"The lawn.m has plants.r of this.r variety. She.o in particular, shivers.k while mowing the lawn.",
227,458,"若",Kanji,young,,,"⺾","右",,,plant,right,,,JAKU,,waka.i,,"The young.m plant.r flowers and goes the right.r way. Young jack.oass is wacky.k though.",
228,,"廿",Kanji,score,,,"⺾","囗",,,plant,box,,,,,,,"A score.m (20) of plants.r went into the box.r.","This radical never appears by itself, only as a part of other characters."
229,1248,"甘",Kanji,sweet,,,"廿","日",,,score,day,,,KAN,,ama.i,ama.eru,"The sweet.m scores.r of candy melted in the sun.r. Candy.o is sweetly amazing.k.",
230,,"コ",Radical,knock-out,,,"コ",,,,"katakana KO",,,,,,,,"Knock-out.m could be abbreviated with a katakana.r コ.r.","This radical never appears by itself, but it is the same shape as katakana KO."
231,892,"巨",Kanji,gigantic,,,"匚","コ",,,shelf,knock-out,,,KYO,,,,"A gigantic.m knock-out.r shelfed.r him. A gigantic coyote.o.",
232,1249,"臣",Kanji,subject,,,"巨",|,,,gigantic,bar,,,JIN,,tomi,,"His subjects.m were beaten with a gigantic.r bar.r. The subjects made gin.o offerings to King Tommy.k.",
233,1384,"匹",Kanji,"counter for animals",,,"匚","儿",,,shelf,legs,,,HITSU,,hiku,,"After counting.m animals.m, he puts their legs.r in a shelf.r. He hits.o them like a hick.k!
",
234,1098,"己",Kanji,self,,,"コ","⺃",,,knock-out,hook,,,KI,,onore,,"The self.m knocked-out.r and strung on a hook.r. It's key.o to honor.k oneself.",
235,2140,"已",Kanji,cease,,,"己",,,,self,,,,I,,,,"I cease.m the selfish self.r. I,.o and.o only.o I.o, have discipline.","Mostly used in names."
236,954,"包",Kanji,envelop,,,"勹","已",,,wrap,cease,,,HOU,,tsutsu.mu,,"Envelop.m, wrap.r and cease.r spreading STDs. The hoe.o envelops your tootsie.k roll with protection.",
237,1802,"弓",Kanji,bow,,,"己","勹",,,self,wrap,,,KYUU,,yumi,,"Around a bow.m, he himself.r wrapped.r his grip. That archer is cute.o and yummy.k.",
238,218,"引",Kanji,pull,,,"弓",|,,,bow,bar,,,IN,,hi.keru,hi.ku,"Pull.m the bow.r and aim at the bar.r. In.oside, or while hiking.k, practice pulling.",
239,1840,"弔",Kanji,funeral,,,"弓",|,,,bow,bar,,,CHOU,,tomurau,,"We want a funeral.m for those felled by bows.r and bar.sr. We chose.o to have the funeral tomorrow.k.",
240,1161,"弟",Kanji,"younger brother",,,"丷","弔","丿",,horny,funeral,slash,,DAI,DE,otooto,,"Younger.m brother's.m horniness.r will lead to his funeral.r and a slashing.r. Younger brother will die.o fucking an otter.k.",
241,,"◫",Kanji,eclipse,,,"日",,,,sun,,,,,,,,"An eclipse.m looks like a sideways sun.r. Think of a vendiagram!",
242,69,"円",Kanji,yen,,,"◫","冂",,,eclipse,staple,,,EN,,maru.i,,"Yen.m coins look like an eclipse.r forged of melted staples.r. I en.ojoy my yen in my my.k room.k.",
243,2142,"巳",Kanji,snake,,,"口","己",,,mouth,self,,,SHI,,mi,,"The snake.m has a mouth.r itself.r. She.o in particular, looks at me.k like a snake.","It is also the snake sign of Chinese zodiac."
244,2082,"巴",Kanji,tomoe,,,"◫","巳",,,eclipse,snake,,,HA,,tomoe,,"The tomoe.m symbol is circular like a solar eclipse.r and a coiled snake.r.","Mostly used in names or as a radical. The tomoe is a common symbol in Japan."
245,,"ク",Radical,skull,,,"ク",,,,"katakana KU",,,,,,,,"Skull.m has a katakana.r ク.r in it: S--KU--LL. Skull-crushing ey?","This radical never appears by itself, but it is the same shape as katakana KU. It's related to radical 勹, 'wrap'."
246,621,"色",Kanji,color,,,"ク","巴",,,skull,tomoe,,,SHIKI,,iro,,"The colorful.m banners had skulls.r and tomoe.r symbols. She.o ki.olled them all with iron.k colored fury.",
